scenario_id,mutation,expected,observed,reason
unbounded_scan-11,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-17,none,ACCEPT,ACCEPT,valid
unbounded_scan-17,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-17,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
unbounded_scan-17,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-18,none,ACCEPT,ACCEPT,valid
irreversible_external_action-18,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-18,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
irreversible_external_action-18,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-18,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-18,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
untrusted_record_instruction-18,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-14,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-14,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-14,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-14,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-19,none,ACCEPT,ACCEPT,valid
irreversible_external_action-19,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-19,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
irreversible_external_action-19,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-08,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-08,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-08,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-08,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-15,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-15,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-15,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
privileged_configuration_change-15,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-20,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-20,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-20,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
privileged_configuration_change-20,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-15,none,ACCEPT,ACCEPT,valid
irreversible_external_action-15,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-15,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-15,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-14,none,ACCEPT,ACCEPT,valid
unbounded_scan-14,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-14,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
unbounded_scan-14,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-09,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-09,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_bulk_mutation-09,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-19,none,ACCEPT,ACCEPT,valid
bounded_aggregate-19,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-19,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_aggregate-19,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-03,none,ACCEPT,ACCEPT,valid
unbounded_scan-03,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-03,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
unbounded_scan-03,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-01,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-01,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-01,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_bulk_mutation-01,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-02,none,ACCEPT,ACCEPT,valid
audit_unavailable-02,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-02,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
audit_unavailable-02,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-08,none,ACCEPT,ACCEPT,valid
audit_unavailable-08,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-08,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
audit_unavailable-08,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-12,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-12,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-12,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
untrusted_record_instruction-12,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-18,none,ACCEPT,ACCEPT,valid
cross_tenant_query-18,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
cross_tenant_query-18,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-12,none,ACCEPT,ACCEPT,valid
bounded_aggregate-12,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-12,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_aggregate-12,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-06,none,ACCEPT,ACCEPT,valid
audit_unavailable-06,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-06,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
audit_unavailable-06,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-10,none,ACCEPT,ACCEPT,valid
irreversible_external_action-10,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-10,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-10,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-03,none,ACCEPT,ACCEPT,valid
reversible_analysis-03,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-03,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
reversible_analysis-03,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-06,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-06,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-06,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
privileged_configuration_change-06,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-12,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-12,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-12,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-12,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-04,none,ACCEPT,ACCEPT,valid
reversible_analysis-04,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-04,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
reversible_analysis-04,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-06,none,ACCEPT,ACCEPT,valid
broad_privileged_read-06,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-06,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
broad_privileged_read-06,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-20,none,ACCEPT,ACCEPT,valid
cross_tenant_query-20,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-20,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
cross_tenant_query-20,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-17,none,ACCEPT,ACCEPT,valid
bounded_aggregate-17,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-17,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_aggregate-17,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-20,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-20,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-20,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
ambiguous_quality_analysis-20,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-12,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-12,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-12,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
ambiguous_quality_analysis-12,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-09,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-09,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-09,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
privileged_configuration_change-09,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-09,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-09,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
over_limit_bulk_mutation-09,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-17,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-17,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-17,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-17,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-10,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-10,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-10,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_bulk_mutation-10,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-07,none,ACCEPT,ACCEPT,valid
schema_source_conflict-07,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-07,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
schema_source_conflict-07,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-05,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-05,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-05,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
over_limit_bulk_mutation-05,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-19,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-19,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-19,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-19,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-17,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-17,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-17,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
privileged_configuration_change-17,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-11,none,ACCEPT,ACCEPT,valid
irreversible_external_action-11,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-11,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-11,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-12,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-12,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-12,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-12,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-07,none,ACCEPT,ACCEPT,valid
broad_privileged_read-07,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-07,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
broad_privileged_read-07,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-19,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-19,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-19,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-19,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-03,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-03,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-03,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
untrusted_record_instruction-03,unknown_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-18,none,ACCEPT,ACCEPT,valid
privileged_configuration_change-18,missing_required_field,REJECT,REJECT,field_set_mismatch
privileged_configuration_change-18,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
privileged_configuration_change-18,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-11,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-11,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-11,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
ambiguous_quality_analysis-11,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-01,none,ACCEPT,ACCEPT,valid
audit_unavailable-01,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-01,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
audit_unavailable-01,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-03,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-03,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-03,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
multi_source_aggregate-03,unknown_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-19,none,ACCEPT,ACCEPT,valid
unbounded_scan-19,missing_required_field,REJECT,REJECT,field_set_mismatch
unbounded_scan-19,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
unbounded_scan-19,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-07,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-07,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-07,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-07,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-05,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-05,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-05,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
bounded_bulk_mutation-05,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-07,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-07,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-07,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
ambiguous_quality_analysis-07,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-18,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-18,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-18,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
over_limit_bulk_mutation-18,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-15,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-15,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-15,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
sensitive_drilldown-15,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-02,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-02,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-02,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
untrusted_record_instruction-02,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-11,none,ACCEPT,ACCEPT,valid
stale_snapshot-11,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-11,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
stale_snapshot-11,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-03,none,ACCEPT,ACCEPT,valid
broad_privileged_read-03,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-03,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
broad_privileged_read-03,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-07,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-07,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-07,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_bulk_mutation-07,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-12,none,ACCEPT,ACCEPT,valid
reversible_analysis-12,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-12,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
reversible_analysis-12,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-01,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-01,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-01,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
ambiguous_quality_analysis-01,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-11,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-11,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-11,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
over_limit_bulk_mutation-11,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-16,none,ACCEPT,ACCEPT,valid
cross_tenant_query-16,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-16,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
cross_tenant_query-16,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-10,none,ACCEPT,ACCEPT,valid
schema_source_conflict-10,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-10,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
schema_source_conflict-10,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-07,none,ACCEPT,ACCEPT,valid
bounded_aggregate-07,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-07,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_aggregate-07,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-14,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-14,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-14,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
ambiguous_quality_analysis-14,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-16,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-16,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-16,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
multi_source_aggregate-16,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-04,none,ACCEPT,ACCEPT,valid
broad_privileged_read-04,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-04,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
broad_privileged_read-04,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-19,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-19,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-19,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
over_limit_bulk_mutation-19,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-20,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-20,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-20,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
untrusted_record_instruction-20,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-20,none,ACCEPT,ACCEPT,valid
reversible_analysis-20,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-20,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
reversible_analysis-20,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-08,none,ACCEPT,ACCEPT,valid
bounded_bulk_mutation-08,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_bulk_mutation-08,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_bulk_mutation-08,unknown_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-10,none,ACCEPT,ACCEPT,valid
audit_unavailable-10,missing_required_field,REJECT,REJECT,field_set_mismatch
audit_unavailable-10,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
audit_unavailable-10,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-20,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-20,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-20,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
multi_source_aggregate-20,unknown_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-14,none,ACCEPT,ACCEPT,valid
broad_privileged_read-14,missing_required_field,REJECT,REJECT,field_set_mismatch
broad_privileged_read-14,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
broad_privileged_read-14,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-09,none,ACCEPT,ACCEPT,valid
stale_snapshot-09,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
stale_snapshot-09,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-02,none,ACCEPT,ACCEPT,valid
schema_source_conflict-02,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-02,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
schema_source_conflict-02,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-15,none,ACCEPT,ACCEPT,valid
bounded_aggregate-15,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-15,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
bounded_aggregate-15,unknown_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-19,none,ACCEPT,ACCEPT,valid
reversible_analysis-19,missing_required_field,REJECT,REJECT,field_set_mismatch
reversible_analysis-19,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
reversible_analysis-19,unknown_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-18,none,ACCEPT,ACCEPT,valid
bounded_aggregate-18,missing_required_field,REJECT,REJECT,field_set_mismatch
bounded_aggregate-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
bounded_aggregate-18,unknown_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-15,none,ACCEPT,ACCEPT,valid
multi_source_aggregate-15,missing_required_field,REJECT,REJECT,field_set_mismatch
multi_source_aggregate-15,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
multi_source_aggregate-15,unknown_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-05,none,ACCEPT,ACCEPT,valid
stale_snapshot-05,missing_required_field,REJECT,REJECT,field_set_mismatch
stale_snapshot-05,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
stale_snapshot-05,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-14,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-14,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-14,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-14,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-06,none,ACCEPT,ACCEPT,valid
schema_source_conflict-06,missing_required_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-06,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
schema_source_conflict-06,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-02,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-02,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-02,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
ambiguous_quality_analysis-02,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-14,none,ACCEPT,ACCEPT,valid
irreversible_external_action-14,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-14,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-14,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-15,none,ACCEPT,ACCEPT,valid
cross_tenant_query-15,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-15,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
cross_tenant_query-15,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-02,none,ACCEPT,ACCEPT,valid
cross_tenant_query-02,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-02,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
cross_tenant_query-02,unknown_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-03,none,ACCEPT,ACCEPT,valid
irreversible_external_action-03,missing_required_field,REJECT,REJECT,field_set_mismatch
irreversible_external_action-03,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
irreversible_external_action-03,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-01,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-01,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-01,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
over_limit_bulk_mutation-01,unknown_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-15,none,ACCEPT,ACCEPT,valid
ambiguous_quality_analysis-15,missing_required_field,REJECT,REJECT,field_set_mismatch
ambiguous_quality_analysis-15,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
ambiguous_quality_analysis-15,unknown_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-18,none,ACCEPT,ACCEPT,valid
sensitive_drilldown-18,missing_required_field,REJECT,REJECT,field_set_mismatch
sensitive_drilldown-18,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
sensitive_drilldown-18,unknown_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-08,none,ACCEPT,ACCEPT,valid
untrusted_record_instruction-08,missing_required_field,REJECT,REJECT,field_set_mismatch
untrusted_record_instruction-08,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
untrusted_record_instruction-08,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-09,none,ACCEPT,ACCEPT,valid
cross_tenant_query-09,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-09,wrong_field_type,REJECT,REJECT,wrong_type_data_scope
cross_tenant_query-09,unknown_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-01,none,ACCEPT,ACCEPT,valid
cross_tenant_query-01,missing_required_field,REJECT,REJECT,field_set_mismatch
cross_tenant_query-01,wrong_field_type,REJECT,REJECT,wrong_type_uncertainty
cross_tenant_query-01,unknown_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-10,none,ACCEPT,ACCEPT,valid
over_limit_bulk_mutation-10,missing_required_field,REJECT,REJECT,field_set_mismatch
over_limit_bulk_mutation-10,wrong_field_type,REJECT,REJECT,wrong_type_bulk_count
over_limit_bulk_mutation-10,unknown_field,REJECT,REJECT,field_set_mismatch
schema_source_conflict-03,none,ACCEPT,ACCEPT,valid
